run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2022-04-26_17.42.41,E-10,2620,8245,3,0.07595810233598328,"[{'start_idx': 1501, 'end_idx': 1752, 'score': 3.837633699232797}, {'start_idx': 4760, 'end_idx': 4829, 'score': 7.808537700468498}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.916651681383082}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.063598724141189}, {'start_idx': 5390, 'end_idx': 5459, 'score': 12.269664045873121}, {'start_idx': 5460, 'end_idx': 5529, 'score': 11.29060956784363}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.436528767842146}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.824703238311734}, {'start_idx': 5670, 'end_idx': 5713, 'score': 8.09129831943462}]",1,0,2,"[[1751, 2002]]","[(5010, 5149), (5570, 5963)]",2,"[{'start_idx': 1501, 'end_idx': 1752, 'score': 3.837633699232797}, {'start_idx': 4760, 'end_idx': 4829, 'score': 7.808537700468498}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.916651681383082}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.063598724141189}, {'start_idx': 5390, 'end_idx': 5459, 'score': 12.269664045873121}, {'start_idx': 5460, 'end_idx': 5529, 'score': 11.29060956784363}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.436528767842146}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.824703238311734}, {'start_idx': 5670, 'end_idx': 5713, 'score': 8.09129831943462}]",SMAP,"[[5000, 5050], [5601, 5871]]","[contextual, contextual]"
2022-04-26_17.42.41,E-11,2620,8254,3,0.07863877357420736,"[{'start_idx': 1468, 'end_idx': 1746, 'score': 3.735774793108035}, {'start_idx': 4760, 'end_idx': 4829, 'score': 7.941485445428968}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.867817843212666}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.582703211792568}, {'start_idx': 5390, 'end_idx': 5459, 'score': 11.751866052967603}, {'start_idx': 5460, 'end_idx': 5529, 'score': 11.002393320523598}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.228255441321892}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.56552968480058}, {'start_idx': 5670, 'end_idx': 5714, 'score': 7.950026849698482}]",1,0,2,"[[1718, 1996]]","[(5010, 5149), (5570, 5964)]",2,"[{'start_idx': 1468, 'end_idx': 1746, 'score': 3.735774793108035}, {'start_idx': 4760, 'end_idx': 4829, 'score': 7.941485445428968}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.867817843212666}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.582703211792568}, {'start_idx': 5390, 'end_idx': 5459, 'score': 11.751866052967603}, {'start_idx': 5460, 'end_idx': 5529, 'score': 11.002393320523598}, {'start_idx': 5530, 'end_idx': 5599, 'score': 10.228255441321892}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.56552968480058}, {'start_idx': 5670, 'end_idx': 5714, 'score': 7.950026849698482}]",SMAP,"[[5000, 5050], [5614, 5857]]","[contextual, contextual]"
2022-04-26_17.42.41,E-12,2620,8252,6,0.06655957509931927,"[{'start_idx': 1501, 'end_idx': 1773, 'score': 3.3226436542364146}, {'start_idx': 4760, 'end_idx': 4829, 'score': 7.238141877823194}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.530494047545418}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.6223897332034145}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.135310781146778}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.941372902201071}, {'start_idx': 5810, 'end_idx': 5879, 'score': 6.255871038865019}, {'start_idx': 5880, 'end_idx': 5949, 'score': 6.717108169409096}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.255496048049681}, {'start_idx': 6090, 'end_idx': 6159, 'score': 6.455604246602691}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.513680131781632}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.351564295922185}]",2,0,2,"[[1751, 2023], [6270, 6549]]","[(5010, 5149), (5570, 5709), (5850, 5919), (6060, 6199)]",2,"[{'start_idx': 1501, 'end_idx': 1773, 'score': 3.3226436542364146}, {'start_idx': 4760, 'end_idx': 4829, 'score': 7.238141877823194}, {'start_idx': 4830, 'end_idx': 4899, 'score': 5.530494047545418}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.6223897332034145}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.135310781146778}, {'start_idx': 5600, 'end_idx': 5669, 'score': 5.941372902201071}, {'start_idx': 5810, 'end_idx': 5879, 'score': 6.255871038865019}, {'start_idx': 5880, 'end_idx': 5949, 'score': 6.717108169409096}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.255496048049681}, {'start_idx': 6090, 'end_idx': 6159, 'score': 6.455604246602691}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.513680131781632}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.351564295922185}]",SMAP,"[[5610, 6141], [5000, 5050]]","[contextual, contextual]"
2022-04-26_17.42.41,E-13,2620,8380,2,0.05329078850719084,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 3.5718154188175726}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.78191029373773}, {'start_idx': 6230, 'end_idx': 6299, 'score': 4.316025734511598}]",0,1,2,[],"[(5570, 5709), (6480, 6549)]",3,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 3.5718154188175726}, {'start_idx': 5390, 'end_idx': 5459, 'score': 3.78191029373773}, {'start_idx': 6230, 'end_idx': 6299, 'score': 4.316025734511598}]",SMAP,"[[5309, 5410], [5600, 5640], [6449, 6569]]","[contextual, contextual, contextual]"
2022-04-26_17.42.41,A-1,2620,8380,1,0.010536637471939897,"[{'start_idx': 4480, 'end_idx': 4549, 'score': 4.378287084423226}, {'start_idx': 4550, 'end_idx': 4619, 'score': 3.774216225000662}]",0,0,1,[],"[(4730, 4869)]",1,"[{'start_idx': 4480, 'end_idx': 4549, 'score': 4.378287084423226}, {'start_idx': 4550, 'end_idx': 4619, 'score': 3.774216225000662}]",SMAP,"[[4690, 4774]]",[point]
2022-04-26_17.42.41,D-1,2589,8249,1,0.06236158385140291,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 7.794877641125074}, {'start_idx': 5390, 'end_idx': 5459, 'score': 8.345030325469988}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.462910268284531}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.467802234054806}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.105004682945436}]",0,0,1,[],"[(5570, 5919)]",1,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 7.794877641125074}, {'start_idx': 5390, 'end_idx': 5459, 'score': 8.345030325469988}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.462910268284531}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.467802234054806}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.105004682945436}]",SMAP,"[[5250, 8508]]",[point]
2022-04-26_17.42.41,P-2,2561,7949,1,0.05322654962371448,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 13.569223428428607}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.766473764827818}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.323983560650595}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.149987326556232}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.433453368050321}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.881851945915592}]",0,0,1,[],"[(5290, 5709)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 13.569223428428607}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.766473764827818}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.323983560650595}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.149987326556232}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.433453368050321}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.881851945915592}]",SMAP,"[[5350, 6575]]",[point]
2022-04-26_17.42.41,P-3,2595,8233,2,0.03824777410333955,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 3.3787776103635485}, {'start_idx': 5180, 'end_idx': 5249, 'score': 6.748249979872515}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.224550516034196}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.18604598157692}, {'start_idx': 5390, 'end_idx': 5422, 'score': 5.2559833950858525}, {'start_idx': 5530, 'end_idx': 5599, 'score': 7.675425641929985}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.060844301636102}, {'start_idx': 5670, 'end_idx': 5739, 'score': 7.868521762143312}, {'start_idx': 5740, 'end_idx': 5809, 'score': 7.305971765972097}]",0,0,1,[],"[(5360, 5672), (5780, 6059)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 3.3787776103635485}, {'start_idx': 5180, 'end_idx': 5249, 'score': 6.748249979872515}, {'start_idx': 5250, 'end_idx': 5319, 'score': 7.224550516034196}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.18604598157692}, {'start_idx': 5390, 'end_idx': 5422, 'score': 5.2559833950858525}, {'start_idx': 5530, 'end_idx': 5599, 'score': 7.675425641929985}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.060844301636102}, {'start_idx': 5670, 'end_idx': 5739, 'score': 7.868521762143312}, {'start_idx': 5740, 'end_idx': 5809, 'score': 7.305971765972097}]",SMAP,"[[5401, 6736]]",[point]
2022-04-26_17.42.41,D-2,2620,8335,3,0.06778713763855179,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 15.729478566286177}, {'start_idx': 4480, 'end_idx': 4549, 'score': 12.50470138522101}, {'start_idx': 4550, 'end_idx': 4619, 'score': 11.129112897513034}, {'start_idx': 4620, 'end_idx': 4689, 'score': 10.41223981809721}, {'start_idx': 4690, 'end_idx': 4759, 'score': 9.85234109038671}, {'start_idx': 8190, 'end_idx': 8259, 'score': 2.0429946043871356}, {'start_idx': 8265, 'end_idx': 8334, 'score': 0.8433819130990801}]",0,0,1,[],"[(4660, 5009), (8440, 8509), (8515, 8584)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 15.729478566286177}, {'start_idx': 4480, 'end_idx': 4549, 'score': 12.50470138522101}, {'start_idx': 4550, 'end_idx': 4619, 'score': 11.129112897513034}, {'start_idx': 4620, 'end_idx': 4689, 'score': 10.41223981809721}, {'start_idx': 4690, 'end_idx': 4759, 'score': 9.85234109038671}, {'start_idx': 8190, 'end_idx': 8259, 'score': 2.0429946043871356}, {'start_idx': 8265, 'end_idx': 8334, 'score': 0.8433819130990801}]",SMAP,"[[4319, 8536]]",[point]
2022-04-26_17.42.41,D-3,2620,8380,1,0.05883762236682132,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 10.437083694189456}, {'start_idx': 5180, 'end_idx': 5249, 'score': 10.574754848879973}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.409705786822641}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.959699307884128}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.664481805051851}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.415193461273267}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.10317142332532}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.799786726261585}]",0,0,1,[],"[(5360, 5919)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 10.437083694189456}, {'start_idx': 5180, 'end_idx': 5249, 'score': 10.574754848879973}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.409705786822641}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.959699307884128}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.664481805051851}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.415193461273267}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.10317142332532}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.799786726261585}]",SMAP,"[[5225, 8500]]",[point]
2022-04-26_17.42.41,D-4,2573,8213,1,0.07295582879813177,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 1.6150746422759579}, {'start_idx': 5040, 'end_idx': 5109, 'score': 3.4223838110648432}, {'start_idx': 5110, 'end_idx': 5179, 'score': 4.518727010657265}, {'start_idx': 5180, 'end_idx': 5249, 'score': 5.1721169466932375}, {'start_idx': 5250, 'end_idx': 5319, 'score': 5.57897867269073}, {'start_idx': 5320, 'end_idx': 5389, 'score': 5.741714253619635}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.003870827165854}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.00831600745158}]",0,0,1,[],"[(5220, 5779)]",1,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 1.6150746422759579}, {'start_idx': 5040, 'end_idx': 5109, 'score': 3.4223838110648432}, {'start_idx': 5110, 'end_idx': 5179, 'score': 4.518727010657265}, {'start_idx': 5180, 'end_idx': 5249, 'score': 5.1721169466932375}, {'start_idx': 5250, 'end_idx': 5319, 'score': 5.57897867269073}, {'start_idx': 5320, 'end_idx': 5389, 'score': 5.741714253619635}, {'start_idx': 5390, 'end_idx': 5459, 'score': 6.003870827165854}, {'start_idx': 5460, 'end_idx': 5529, 'score': 6.00831600745158}]",SMAP,"[[5225, 8472]]",[point]
2022-04-26_17.42.41,A-2,2388,7654,1,0.08642927253175439,"[{'start_idx': 4200, 'end_idx': 4269, 'score': 2.434701676676502}, {'start_idx': 4270, 'end_idx': 4339, 'score': 3.8908028899067317}, {'start_idx': 4340, 'end_idx': 4409, 'score': 4.305634577434185}]",0,0,1,[],"[(4450, 4659)]",1,"[{'start_idx': 4200, 'end_idx': 4269, 'score': 2.434701676676502}, {'start_idx': 4270, 'end_idx': 4339, 'score': 3.8908028899067317}, {'start_idx': 4340, 'end_idx': 4409, 'score': 4.305634577434185}]",SMAP,"[[4450, 4560]]",[contextual]
2022-04-26_17.42.41,A-3,2476,7945,2,0.048537089846061005,"[{'start_idx': 839, 'end_idx': 1083, 'score': 2.555270740164499}, {'start_idx': 4340, 'end_idx': 4409, 'score': 3.328933164496661}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.946854665210943}, {'start_idx': 4480, 'end_idx': 4549, 'score': 4.324846907580263}, {'start_idx': 4550, 'end_idx': 4619, 'score': 3.854323631216992}]",1,0,1,"[[1089, 1333]]","[(4590, 4869)]",1,"[{'start_idx': 839, 'end_idx': 1083, 'score': 2.555270740164499}, {'start_idx': 4340, 'end_idx': 4409, 'score': 3.328933164496661}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.946854665210943}, {'start_idx': 4480, 'end_idx': 4549, 'score': 4.324846907580263}, {'start_idx': 4550, 'end_idx': 4619, 'score': 3.854323631216992}]",SMAP,"[[4575, 4760]]",[contextual]
2022-04-26_17.42.41,A-4,2430,7820,2,0.05879428909268364,"[{'start_idx': 824, 'end_idx': 1103, 'score': 1.9370817786494432}, {'start_idx': 4270, 'end_idx': 4339, 'score': 0.9585355458203285}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.9919579286061597}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.1287464600880805}]",1,0,1,"[[1074, 1353]]","[(4520, 4729)]",1,"[{'start_idx': 824, 'end_idx': 1103, 'score': 1.9370817786494432}, {'start_idx': 4270, 'end_idx': 4339, 'score': 0.9585355458203285}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.9919579286061597}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.1287464600880805}]",SMAP,"[[4550, 4660]]",[contextual]
2022-04-26_17.42.41,G-1,2560,8209,2,0.07193699885312557,"[{'start_idx': 8050, 'end_idx': 8119, 'score': 3.0144950662507766}, {'start_idx': 8139, 'end_idx': 8208, 'score': 3.8912238905792984}]",2,1,0,"[[8300, 8369], [8389, 8458]]",[],1,"[{'start_idx': 8050, 'end_idx': 8119, 'score': 3.0144950662507766}, {'start_idx': 8139, 'end_idx': 8208, 'score': 3.8912238905792984}]",SMAP,"[[4770, 4890]]",[contextual]
2022-04-26_17.42.41,G-2,2218,7101,0,0.00243627708607233,[],0,1,0,[],[],1,[],SMAP,"[[4030, 4070]]",[point]
2022-04-26_17.42.41,D-5,2301,7368,1,0.04656097563172963,"[{'start_idx': 4550, 'end_idx': 4619, 'score': 4.601514092474912}, {'start_idx': 4620, 'end_idx': 4689, 'score': 3.646381720238907}]",0,0,1,[],"[(4800, 4939)]",1,"[{'start_idx': 4550, 'end_idx': 4619, 'score': 4.601514092474912}, {'start_idx': 4620, 'end_idx': 4689, 'score': 3.646381720238907}]",SMAP,"[[4800, 4850]]",[point]
2022-04-26_17.42.41,D-6,2334,7624,1,0.011957183563673495,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 9.36375428466223}, {'start_idx': 4690, 'end_idx': 4759, 'score': 8.470090660483189}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.166418236418499}]",0,0,1,[],"[(4870, 5079)]",1,"[{'start_idx': 4620, 'end_idx': 4689, 'score': 9.36375428466223}, {'start_idx': 4690, 'end_idx': 4759, 'score': 8.470090660483189}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.166418236418499}]",SMAP,"[[4870, 4950]]",[point]
