run_id,chan_id,num_train_values,num_test_values,n_predicted_anoms,normalized_pred_error,anom_scores,false_positives,false_negatives,true_positives,fp_sequences,tp_sequences,num_true_anoms,scores,spacecraft,anomaly_sequences,class
2022-04-26_09.30.34,E-9,2620,8042,2,0.0508656467806963,"[{'start_idx': 3850, 'end_idx': 3850, 'score': 0.3373631873551965}, {'start_idx': 5460, 'end_idx': 5529, 'score': 0.6850609749161902}, {'start_idx': 5530, 'end_idx': 5599, 'score': 0.6950447686104062}, {'start_idx': 5600, 'end_idx': 5669, 'score': 0.7316792252986987}, {'start_idx': 5740, 'end_idx': 5809, 'score': 0.7095626272294823}]",1,0,1,"[[5990, 6059]]","[(5710, 5919)]",1,"[{'start_idx': 3850, 'end_idx': 3850, 'score': 0.3373631873551965}, {'start_idx': 5460, 'end_idx': 5529, 'score': 0.6850609749161902}, {'start_idx': 5530, 'end_idx': 5599, 'score': 0.6950447686104062}, {'start_idx': 5600, 'end_idx': 5669, 'score': 0.7316792252986987}, {'start_idx': 5740, 'end_idx': 5809, 'score': 0.7095626272294823}]",SMAP,"[[5550, 5900]]",[point]
2022-04-26_09.30.34,E-10,2620,8245,2,0.09776928547075417,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 5.854969666815663}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.437188638439553}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.820914302907727}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.525000428999727}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.19155521449762}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.64483490677458}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.09655480924645}, {'start_idx': 5670, 'end_idx': 5710, 'score': 7.542794701773042}]",0,0,2,[],"[(5010, 5149), (5570, 5960)]",2,"[{'start_idx': 4760, 'end_idx': 4829, 'score': 5.854969666815663}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.437188638439553}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.820914302907727}, {'start_idx': 5390, 'end_idx': 5459, 'score': 10.525000428999727}, {'start_idx': 5460, 'end_idx': 5529, 'score': 10.19155521449762}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.64483490677458}, {'start_idx': 5600, 'end_idx': 5669, 'score': 9.09655480924645}, {'start_idx': 5670, 'end_idx': 5710, 'score': 7.542794701773042}]",SMAP,"[[5000, 5050], [5601, 5871]]","[contextual, contextual]"
2022-04-26_09.30.34,E-11,2620,8254,3,0.08015896605958588,"[{'start_idx': 1501, 'end_idx': 1767, 'score': 4.438764873683047}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.408230414336209}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.92731027723783}, {'start_idx': 4900, 'end_idx': 4943, 'score': 4.179320817355752}, {'start_idx': 5320, 'end_idx': 5389, 'score': 5.6287671196023545}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.052062061167154}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.212553859252335}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.024708911289816}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.266896308363616}, {'start_idx': 5670, 'end_idx': 5710, 'score': 6.970959234567665}]",1,0,2,"[[1751, 2017]]","[(5010, 5193), (5570, 5960)]",2,"[{'start_idx': 1501, 'end_idx': 1767, 'score': 4.438764873683047}, {'start_idx': 4760, 'end_idx': 4829, 'score': 6.408230414336209}, {'start_idx': 4830, 'end_idx': 4899, 'score': 4.92731027723783}, {'start_idx': 4900, 'end_idx': 4943, 'score': 4.179320817355752}, {'start_idx': 5320, 'end_idx': 5389, 'score': 5.6287671196023545}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.052062061167154}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.212553859252335}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.024708911289816}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.266896308363616}, {'start_idx': 5670, 'end_idx': 5710, 'score': 6.970959234567665}]",SMAP,"[[5000, 5050], [5614, 5857]]","[contextual, contextual]"
2022-04-26_09.30.34,E-12,2620,8252,5,0.044848089522477035,"[{'start_idx': 1500, 'end_idx': 1761, 'score': 6.664043402910749}, {'start_idx': 4760, 'end_idx': 4829, 'score': 10.151321094951783}, {'start_idx': 4830, 'end_idx': 4899, 'score': 7.501587158108339}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.480444647401754}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.652679697274098}, {'start_idx': 5460, 'end_idx': 5503, 'score': 6.44423485340273}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.211950015099311}, {'start_idx': 5810, 'end_idx': 5879, 'score': 7.044240904469633}, {'start_idx': 5880, 'end_idx': 5949, 'score': 7.409334723672659}, {'start_idx': 5950, 'end_idx': 6019, 'score': 6.843111135541606}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.746787810335376}, {'start_idx': 6090, 'end_idx': 6159, 'score': 6.866870558521946}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.965153636061231}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.65505378816966}, {'start_idx': 6300, 'end_idx': 6341, 'score': 5.961484940946557}]",1,0,2,"[[1750, 2011]]","[(5010, 5149), (5570, 5753), (5850, 5919), (6060, 6591)]",2,"[{'start_idx': 1500, 'end_idx': 1761, 'score': 6.664043402910749}, {'start_idx': 4760, 'end_idx': 4829, 'score': 10.151321094951783}, {'start_idx': 4830, 'end_idx': 4899, 'score': 7.501587158108339}, {'start_idx': 5320, 'end_idx': 5389, 'score': 8.480444647401754}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.652679697274098}, {'start_idx': 5460, 'end_idx': 5503, 'score': 6.44423485340273}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.211950015099311}, {'start_idx': 5810, 'end_idx': 5879, 'score': 7.044240904469633}, {'start_idx': 5880, 'end_idx': 5949, 'score': 7.409334723672659}, {'start_idx': 5950, 'end_idx': 6019, 'score': 6.843111135541606}, {'start_idx': 6020, 'end_idx': 6089, 'score': 6.746787810335376}, {'start_idx': 6090, 'end_idx': 6159, 'score': 6.866870558521946}, {'start_idx': 6160, 'end_idx': 6229, 'score': 6.965153636061231}, {'start_idx': 6230, 'end_idx': 6299, 'score': 6.65505378816966}, {'start_idx': 6300, 'end_idx': 6341, 'score': 5.961484940946557}]",SMAP,"[[5610, 6141], [5000, 5050]]","[contextual, contextual]"
2022-04-26_09.30.34,E-13,2620,8380,2,0.044658698628771636,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 4.183050573140314}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.261564158117353}, {'start_idx': 6230, 'end_idx': 6299, 'score': 4.2877985743376685}]",0,1,2,[],"[(5570, 5709), (6480, 6549)]",3,"[{'start_idx': 5320, 'end_idx': 5389, 'score': 4.183050573140314}, {'start_idx': 5390, 'end_idx': 5459, 'score': 4.261564158117353}, {'start_idx': 6230, 'end_idx': 6299, 'score': 4.2877985743376685}]",SMAP,"[[5309, 5410], [5600, 5640], [6449, 6569]]","[contextual, contextual, contextual]"
2022-04-26_09.30.34,A-1,2620,8380,1,0.0024400420326890697,"[{'start_idx': 4480, 'end_idx': 4549, 'score': 9.976059597572098}, {'start_idx': 4550, 'end_idx': 4619, 'score': 7.655928791647481}, {'start_idx': 4620, 'end_idx': 4664, 'score': 6.439988642533613}]",0,0,1,[],"[(4730, 4914)]",1,"[{'start_idx': 4480, 'end_idx': 4549, 'score': 9.976059597572098}, {'start_idx': 4550, 'end_idx': 4619, 'score': 7.655928791647481}, {'start_idx': 4620, 'end_idx': 4664, 'score': 6.439988642533613}]",SMAP,"[[4690, 4774]]",[point]
2022-04-26_09.30.34,D-1,2589,8249,2,0.05091557013372821,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 2.1454360865453284}, {'start_idx': 5040, 'end_idx': 5109, 'score': 2.535556651683761}, {'start_idx': 5110, 'end_idx': 5179, 'score': 2.3843326438059815}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.130989746105558}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.416116464018125}, {'start_idx': 5460, 'end_idx': 5529, 'score': 7.84389271074126}, {'start_idx': 5530, 'end_idx': 5599, 'score': 7.9008642459264795}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.578462131562237}, {'start_idx': 5670, 'end_idx': 5739, 'score': 7.360764736829454}]",0,0,1,[],"[(5220, 5429), (5570, 5989)]",1,"[{'start_idx': 4970, 'end_idx': 5039, 'score': 2.1454360865453284}, {'start_idx': 5040, 'end_idx': 5109, 'score': 2.535556651683761}, {'start_idx': 5110, 'end_idx': 5179, 'score': 2.3843326438059815}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.130989746105558}, {'start_idx': 5390, 'end_idx': 5459, 'score': 7.416116464018125}, {'start_idx': 5460, 'end_idx': 5529, 'score': 7.84389271074126}, {'start_idx': 5530, 'end_idx': 5599, 'score': 7.9008642459264795}, {'start_idx': 5600, 'end_idx': 5669, 'score': 7.578462131562237}, {'start_idx': 5670, 'end_idx': 5739, 'score': 7.360764736829454}]",SMAP,"[[5250, 8508]]",[point]
2022-04-26_09.30.34,P-2,2561,7949,1,0.050822403052681875,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 12.00275774136721}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.727361184128444}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.391064281759013}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.210534340574206}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.473065981764503}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.891901515415064}, {'start_idx': 5460, 'end_idx': 5504, 'score': 9.269710302491273}]",0,0,1,[],"[(5290, 5754)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 12.00275774136721}, {'start_idx': 5110, 'end_idx': 5179, 'score': 13.727361184128444}, {'start_idx': 5180, 'end_idx': 5249, 'score': 12.391064281759013}, {'start_idx': 5250, 'end_idx': 5319, 'score': 11.210534340574206}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.473065981764503}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.891901515415064}, {'start_idx': 5460, 'end_idx': 5504, 'score': 9.269710302491273}]",SMAP,"[[5350, 6575]]",[point]
2022-04-26_09.30.34,P-3,2595,8233,2,0.03408442283978645,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 5.162843349420638}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.652564564155481}, {'start_idx': 5250, 'end_idx': 5319, 'score': 8.097869585047071}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.716057063524366}, {'start_idx': 5390, 'end_idx': 5420, 'score': 5.796990062421395}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.246767109312295}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.462636859653712}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.22556758403095}, {'start_idx': 5740, 'end_idx': 5809, 'score': 7.639021046909228}]",0,0,1,[],"[(5360, 5670), (5780, 6059)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 5.162843349420638}, {'start_idx': 5180, 'end_idx': 5249, 'score': 7.652564564155481}, {'start_idx': 5250, 'end_idx': 5319, 'score': 8.097869585047071}, {'start_idx': 5320, 'end_idx': 5389, 'score': 6.716057063524366}, {'start_idx': 5390, 'end_idx': 5420, 'score': 5.796990062421395}, {'start_idx': 5530, 'end_idx': 5599, 'score': 8.246767109312295}, {'start_idx': 5600, 'end_idx': 5669, 'score': 8.462636859653712}, {'start_idx': 5670, 'end_idx': 5739, 'score': 8.22556758403095}, {'start_idx': 5740, 'end_idx': 5809, 'score': 7.639021046909228}]",SMAP,"[[5401, 6736]]",[point]
2022-04-26_09.30.34,D-2,2620,8335,3,0.08149774018194622,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 14.0260128954246}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.466289181760873}, {'start_idx': 4550, 'end_idx': 4619, 'score': 10.199311575565195}, {'start_idx': 4620, 'end_idx': 4689, 'score': 9.548288051304871}, {'start_idx': 8190, 'end_idx': 8259, 'score': 0.5179832684232041}, {'start_idx': 8265, 'end_idx': 8334, 'score': 0.8037356571299539}]",0,0,1,[],"[(4660, 4939), (8440, 8509), (8515, 8584)]",1,"[{'start_idx': 4410, 'end_idx': 4479, 'score': 14.0260128954246}, {'start_idx': 4480, 'end_idx': 4549, 'score': 11.466289181760873}, {'start_idx': 4550, 'end_idx': 4619, 'score': 10.199311575565195}, {'start_idx': 4620, 'end_idx': 4689, 'score': 9.548288051304871}, {'start_idx': 8190, 'end_idx': 8259, 'score': 0.5179832684232041}, {'start_idx': 8265, 'end_idx': 8334, 'score': 0.8037356571299539}]",SMAP,"[[4319, 8536]]",[point]
2022-04-26_09.30.34,D-3,2620,8380,2,0.04135254428590277,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 11.586690762481606}, {'start_idx': 5180, 'end_idx': 5249, 'score': 11.135674904619732}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.782984830999068}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.130922518624036}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.74419863948621}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.416035788834343}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.089260482520729}, {'start_idx': 8310, 'end_idx': 8379, 'score': 4.3969984135251385}]",1,0,1,"[[8560, 8629]]","[(5360, 5849)]",1,"[{'start_idx': 5110, 'end_idx': 5179, 'score': 11.586690762481606}, {'start_idx': 5180, 'end_idx': 5249, 'score': 11.135674904619732}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.782984830999068}, {'start_idx': 5320, 'end_idx': 5389, 'score': 10.130922518624036}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.74419863948621}, {'start_idx': 5460, 'end_idx': 5529, 'score': 9.416035788834343}, {'start_idx': 5530, 'end_idx': 5599, 'score': 9.089260482520729}, {'start_idx': 8310, 'end_idx': 8379, 'score': 4.3969984135251385}]",SMAP,"[[5225, 8500]]",[point]
2022-04-26_09.30.34,D-4,2573,8213,3,0.04201177824957179,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 10.888596076441248}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.868151653324107}, {'start_idx': 5180, 'end_idx': 5249, 'score': 10.477759711342653}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.068863180943913}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.551928996138667}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.379180450140199}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.927488677682438}, {'start_idx': 7980, 'end_idx': 8049, 'score': 3.8167786125085508}, {'start_idx': 8050, 'end_idx': 8119, 'score': 4.163208094730297}, {'start_idx': 8143, 'end_idx': 8212, 'score': 4.647878131819809}]",0,0,1,[],"[(5290, 5779), (8230, 8369), (8393, 8462)]",1,"[{'start_idx': 5040, 'end_idx': 5109, 'score': 10.888596076441248}, {'start_idx': 5110, 'end_idx': 5179, 'score': 10.868151653324107}, {'start_idx': 5180, 'end_idx': 5249, 'score': 10.477759711342653}, {'start_idx': 5250, 'end_idx': 5319, 'score': 10.068863180943913}, {'start_idx': 5320, 'end_idx': 5389, 'score': 9.551928996138667}, {'start_idx': 5390, 'end_idx': 5459, 'score': 9.379180450140199}, {'start_idx': 5460, 'end_idx': 5529, 'score': 8.927488677682438}, {'start_idx': 7980, 'end_idx': 8049, 'score': 3.8167786125085508}, {'start_idx': 8050, 'end_idx': 8119, 'score': 4.163208094730297}, {'start_idx': 8143, 'end_idx': 8212, 'score': 4.647878131819809}]",SMAP,"[[5225, 8472]]",[point]
2022-04-26_09.30.34,A-2,2388,7654,2,0.0710374859893757,"[{'start_idx': 737, 'end_idx': 995, 'score': 3.068411654816099}, {'start_idx': 4200, 'end_idx': 4269, 'score': 1.6740877857478484}, {'start_idx': 4270, 'end_idx': 4339, 'score': 3.566982894204074}, {'start_idx': 4340, 'end_idx': 4409, 'score': 4.078534387646011}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.3099290735949203}]",1,0,1,"[[987, 1245]]","[(4450, 4729)]",1,"[{'start_idx': 737, 'end_idx': 995, 'score': 3.068411654816099}, {'start_idx': 4200, 'end_idx': 4269, 'score': 1.6740877857478484}, {'start_idx': 4270, 'end_idx': 4339, 'score': 3.566982894204074}, {'start_idx': 4340, 'end_idx': 4409, 'score': 4.078534387646011}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.3099290735949203}]",SMAP,"[[4450, 4560]]",[contextual]
2022-04-26_09.30.34,A-3,2476,7945,2,0.04972589965930473,"[{'start_idx': 500, 'end_idx': 627, 'score': 1.7877899534227333}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.994176181679062}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.064200966643605}, {'start_idx': 4480, 'end_idx': 4549, 'score': 3.28096585811376}, {'start_idx': 4620, 'end_idx': 4620, 'score': 2.5118067739996266}]",1,0,1,"[[750, 877]]","[(4590, 4799)]",1,"[{'start_idx': 500, 'end_idx': 627, 'score': 1.7877899534227333}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.994176181679062}, {'start_idx': 4410, 'end_idx': 4479, 'score': 3.064200966643605}, {'start_idx': 4480, 'end_idx': 4549, 'score': 3.28096585811376}, {'start_idx': 4620, 'end_idx': 4620, 'score': 2.5118067739996266}]",SMAP,"[[4575, 4760]]",[contextual]
2022-04-26_09.30.34,A-4,2430,7820,1,0.05898488888141946,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.879098497599968}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.373093986244595}, {'start_idx': 4410, 'end_idx': 4479, 'score': 2.7901980394815027}, {'start_idx': 4480, 'end_idx': 4549, 'score': 2.4218691380246202}]",0,0,1,[],"[(4520, 4799)]",1,"[{'start_idx': 4270, 'end_idx': 4339, 'score': 1.879098497599968}, {'start_idx': 4340, 'end_idx': 4409, 'score': 2.373093986244595}, {'start_idx': 4410, 'end_idx': 4479, 'score': 2.7901980394815027}, {'start_idx': 4480, 'end_idx': 4549, 'score': 2.4218691380246202}]",SMAP,"[[4550, 4660]]",[contextual]
2022-04-26_09.30.34,G-1,2560,8209,0,0.08092044168621722,[],0,1,0,[],[],1,[],SMAP,"[[4770, 4890]]",[contextual]
2022-04-26_09.30.34,G-2,2218,7101,1,0.011622977716757233,"[{'start_idx': 3780, 'end_idx': 3849, 'score': 4.177849904065058}, {'start_idx': 3850, 'end_idx': 3919, 'score': 3.124564431507238}]",0,0,1,[],"[(4030, 4169)]",1,"[{'start_idx': 3780, 'end_idx': 3849, 'score': 4.177849904065058}, {'start_idx': 3850, 'end_idx': 3919, 'score': 3.124564431507238}]",SMAP,"[[4030, 4070]]",[point]
2022-04-26_09.30.34,D-5,2301,7368,0,0.4659597432585522,[],0,1,0,[],[],1,[],SMAP,"[[4800, 4850]]",[point]
